fecha,kpi,tipo,valor
2020-01-05,Procesos Documentados,Historico,70.477
2020-01-12,Procesos Documentados,Historico,70.071
2020-01-19,Procesos Documentados,Historico,71.65299999999999
2020-01-26,Procesos Documentados,Historico,70.46700000000001
2020-02-02,Procesos Documentados,Historico,72.135
2020-02-09,Procesos Documentados,Historico,70.032
2020-02-16,Procesos Documentados,Historico,70.603
2020-02-23,Procesos Documentados,Historico,69.955
2020-03-01,Procesos Documentados,Historico,69.819
2020-03-08,Procesos Documentados,Historico,71.412
2020-03-15,Procesos Documentados,Historico,70.48
2020-03-22,Procesos Documentados,Historico,71.30499999999999
2020-03-29,Procesos Documentados,Historico,70.07000000000001
2020-04-05,Procesos Documentados,Historico,70.914
2020-04-12,Procesos Documentados,Historico,71.042
2020-04-19,Procesos Documentados,Historico,73.454
2020-04-26,Procesos Documentados,Historico,71.479
2020-05-03,Procesos Documentados,Historico,72.34
2020-05-10,Procesos Documentados,Historico,70.992
2020-05-17,Procesos Documentados,Historico,72.545
2020-05-24,Procesos Documentados,Historico,71.857
2020-05-31,Procesos Documentados,Historico,73.187
2020-06-07,Procesos Documentados,Historico,72.549
2020-06-14,Procesos Documentados,Historico,72.26599999999999
2020-06-21,Procesos Documentados,Historico,73.004
2020-06-28,Procesos Documentados,Historico,72.489
2020-07-05,Procesos Documentados,Historico,73.622
2020-07-12,Procesos Documentados,Historico,74.762
2020-07-19,Procesos Documentados,Historico,73.20899999999999
2020-07-26,Procesos Documentados,Historico,71.689
2020-08-02,Procesos Documentados,Historico,73.70700000000001
2020-08-09,Procesos Documentados,Historico,72.533
2020-08-16,Procesos Documentados,Historico,72.95700000000001
2020-08-23,Procesos Documentados,Historico,73.25399999999999
2020-08-30,Procesos Documentados,Historico,74.16499999999999
2020-09-06,Procesos Documentados,Historico,72.892
2020-09-13,Procesos Documentados,Historico,75.47
2020-09-20,Procesos Documentados,Historico,74.644
2020-09-27,Procesos Documentados,Historico,75.457
2020-10-04,Procesos Documentados,Historico,74.89
2020-10-11,Procesos Documentados,Historico,73.095
2020-10-18,Procesos Documentados,Historico,73.324
2020-10-25,Procesos Documentados,Historico,74.977
2020-11-01,Procesos Documentados,Historico,74.261
2020-11-08,Procesos Documentados,Historico,74.584
2020-11-15,Procesos Documentados,Historico,73.22200000000001
2020-11-22,Procesos Documentados,Historico,76.85799999999999
2020-11-29,Procesos Documentados,Historico,73.865
2020-12-06,Procesos Documentados,Historico,75.183
2020-12-13,Procesos Documentados,Historico,76.333
2020-12-20,Procesos Documentados,Historico,74.291
2020-12-27,Procesos Documentados,Historico,76.3
2021-01-03,Procesos Documentados,Historico,74.625
2021-01-10,Procesos Documentados,Historico,74.23400000000001
2021-01-17,Procesos Documentados,Historico,73.86
2021-01-24,Procesos Documentados,Historico,74.976
2021-01-31,Procesos Documentados,Historico,76.231
2021-02-07,Procesos Documentados,Historico,76.614
2021-02-14,Procesos Documentados,Historico,75.721
2021-02-21,Procesos Documentados,Historico,75.7
2021-02-28,Procesos Documentados,Historico,76.49199999999999
2021-03-07,Procesos Documentados,Historico,74.817
2021-03-14,Procesos Documentados,Historico,75.47
2021-03-21,Procesos Documentados,Historico,75.625
2021-03-28,Procesos Documentados,Historico,76.551
2021-04-04,Procesos Documentados,Historico,76.70700000000001
2021-04-11,Procesos Documentados,Historico,78.412
2021-04-18,Procesos Documentados,Historico,77.209
2021-04-25,Procesos Documentados,Historico,76.474
2021-05-02,Procesos Documentados,Historico,76.457
2021-05-09,Procesos Documentados,Historico,77.615
2021-05-16,Procesos Documentados,Historico,77.583
2021-05-23,Procesos Documentados,Historico,79.15
2021-05-30,Procesos Documentados,Historico,78.424
2021-06-06,Procesos Documentados,Historico,76.119
2021-06-13,Procesos Documentados,Historico,78.673
2021-06-20,Procesos Documentados,Historico,77.813
2021-06-27,Procesos Documentados,Historico,78.373
2021-07-04,Procesos Documentados,Historico,77.182
2021-07-11,Procesos Documentados,Historico,78.662
2021-07-18,Procesos Documentados,Historico,79.477
2021-07-25,Procesos Documentados,Historico,77.025
2021-08-01,Procesos Documentados,Historico,79.382
2021-08-08,Procesos Documentados,Historico,78.657
2021-08-15,Procesos Documentados,Historico,76.861
2021-08-22,Procesos Documentados,Historico,77.69800000000001
2021-08-29,Procesos Documentados,Historico,77.953
2021-09-05,Procesos Documentados,Historico,79.545
2021-09-12,Procesos Documentados,Historico,77.325
2021-09-19,Procesos Documentados,Historico,80.192
2021-09-26,Procesos Documentados,Historico,79.336
2021-10-03,Procesos Documentados,Historico,79.027
2021-10-10,Procesos Documentados,Historico,78.07300000000001
2021-10-17,Procesos Documentados,Historico,79.494
2021-10-24,Procesos Documentados,Historico,78.40599999999999
2021-10-31,Procesos Documentados,Historico,80.55
2021-11-07,Procesos Documentados,Historico,78.483
2021-11-14,Procesos Documentados,Historico,79.688
2021-11-21,Procesos Documentados,Historico,80.492
2021-11-28,Procesos Documentados,Historico,81.001
2021-12-05,Procesos Documentados,Historico,80.467
2021-12-12,Procesos Documentados,Historico,79.94
2021-12-19,Procesos Documentados,Historico,81.02000000000001
2021-12-26,Procesos Documentados,Historico,81.19500000000001
2022-01-02,Procesos Documentados,Historico,80.834
2022-01-09,Procesos Documentados,Historico,79.514
2022-01-16,Procesos Documentados,Historico,79.32000000000001
2022-01-23,Procesos Documentados,Historico,81.389
2022-01-30,Procesos Documentados,Historico,81.866
2022-02-06,Procesos Documentados,Historico,80.842
2022-02-13,Procesos Documentados,Historico,81.524
2022-02-20,Procesos Documentados,Historico,81.412
2022-02-27,Procesos Documentados,Historico,81.705
2022-03-06,Procesos Documentados,Historico,82.498
2022-03-13,Procesos Documentados,Historico,80.902
2022-03-20,Procesos Documentados,Historico,82.065
2022-03-27,Procesos Documentados,Historico,81.925
2022-04-03,Procesos Documentados,Historico,80.441
2022-04-10,Procesos Documentados,Historico,80.287
2022-04-17,Procesos Documentados,Historico,81.366
2022-04-24,Procesos Documentados,Historico,82.588
2022-05-01,Procesos Documentados,Historico,81.694
2022-05-08,Procesos Documentados,Historico,83.196
2022-05-15,Procesos Documentados,Historico,82.68100000000001
2022-05-22,Procesos Documentados,Historico,82.454
2022-05-29,Procesos Documentados,Historico,83.158
2022-06-05,Procesos Documentados,Historico,81.92699999999999
2022-06-12,Procesos Documentados,Historico,81.99
2022-06-19,Procesos Documentados,Historico,83.54299999999999
2022-06-26,Procesos Documentados,Historico,81.339
2022-07-03,Procesos Documentados,Historico,83.416
2022-07-10,Procesos Documentados,Historico,82.255
2022-07-17,Procesos Documentados,Historico,81.267
2022-07-24,Procesos Documentados,Historico,83.188
2022-07-31,Procesos Documentados,Historico,82.88199999999999
2022-08-07,Procesos Documentados,Historico,82.319
2022-08-14,Procesos Documentados,Historico,84.007
2022-08-21,Procesos Documentados,Historico,83.119
2022-08-28,Procesos Documentados,Historico,84.773
2022-09-04,Procesos Documentados,Historico,82.68199999999999
2022-09-11,Procesos Documentados,Historico,84.01
2022-09-18,Procesos Documentados,Historico,83.638
2022-09-25,Procesos Documentados,Historico,83.886
2022-10-02,Procesos Documentados,Historico,82.124
2022-10-09,Procesos Documentados,Historico,83.992
2022-10-16,Procesos Documentados,Historico,83.707
2022-10-23,Procesos Documentados,Historico,84.398
2022-10-30,Procesos Documentados,Historico,86.124
2022-11-06,Procesos Documentados,Historico,86.393
2022-11-13,Procesos Documentados,Historico,84.27000000000001
2022-11-20,Procesos Documentados,Historico,86.638
2022-11-27,Procesos Documentados,Historico,83.735
2022-12-04,Procesos Documentados,Historico,83.939
2022-12-11,Procesos Documentados,Historico,87.322
2022-12-18,Procesos Documentados,Historico,85.39099999999999
2022-12-25,Procesos Documentados,Historico,85.19
2023-01-01,Procesos Documentados,Historico,85.304
2023-01-08,Procesos Documentados,Historico,85.386
2023-01-15,Procesos Documentados,Historico,85.532
2023-01-22,Procesos Documentados,Historico,85.483
2023-01-29,Procesos Documentados,Historico,88.147
2023-02-05,Procesos Documentados,Historico,85.316
